ORIG_FID,STATION_ID,LONGNAME,LINES,ADA,PKNRD,GEOID20,ALAND20,POP20,NEAR_FID
,,,,,,170310630001012,6225,6,49
,,,,,,170318391001008,1371,0,19
,,,,,,170318125002014,7163,0,2
,,,,,,170310406002002,5663,23,12
,,,,,,170318434001009,2020,0,83
,,,,,,170316912002019,4748,20,24
,,,,,,170310408002002,6894,48,92
,,,,,,170311408005001,4817,27,13
,,,,,,170312414001003,10869,159,7
,,,,,,170318447002001,8568,5,81
,,,,,,170310718001011,5253,38,37
,,,,,,170318094021000,9026,54,121
,,,,,,170310306041002,11735,266,131
,,,,,,170310302002014,5725,76,48
,,,,,,170310101002005,7324,184,40
,,,,,,170313109002007,10416,126,79
,,,,,,170310307033004,11759,226,41
,,,,,,170316904003003,13430,96,72
,,,,,,170318077001004,4747,32,86
,,,,,,170310818001018,4267,26,11
,,,,,,170318330001011,8188,104,85
,,,,,,170318330001032,12316,104,85
,,,,,,170313302002001,3784,0,143
,,,,,,170318319001006,12352,38,15
,,,,,,170311407011014,7696,96,63
,,,,,,170314906001019,7631,15,140
,,,,,,170318417001020,5186,0,111
,,,,,,170310812012001,5469,252,89
,,,,,,170318391001042,17308,0,54
,,,,,,170316904003004,13582,128,72
,,,,,,170312801001011,10482,280,4
,,,,,,170310306012001,22767,89,48
,,,,,,170318095003013,10129,58,53
,,,,,,170318095002011,5487,115,52
,,,,,,170310816001008,5920,0,90
,,,,,,170312222002008,9328,119,104
,,,,,,170313806002009,11782,56,55
,,,,,,170312801002011,7455,257,4
,,,,,,170313201022010,17233,12,88
,,,,,,170310506001009,5629,43,64
,,,,,,170312519003010,11499,127,118
,,,,,,170318356002018,6737,0,142
,,,,,,170312514004015,13571,94,2
,,,,,,170312515002014,5231,22,102
,,,,,,170315905001021,7161,42,108
,,,,,,170318101001005,18838,104,46
,,,,,,170318077001003,4872,53,86
,,,,,,170313806003001,12972,0,56
,,,,,,170310406001000,6979,0,16
,,,,,,170310307031001,19403,21,41
,,,,,,170318307004001,23402,114,116
,,,,,,170315703002010,4203,43,96
,,,,,,170312206022020,8673,193,71
,,,,,,170310104003003,6442,33,38
,,,,,,170318321003005,13079,276,123
,,,,,,170318093001019,5968,20,39
,,,,,,170313206001006,2377,0,33
,,,,,,170313109001010,10364,112,79
,,,,,,170314208001002,22227,49,28
,,,,,,170311610001003,28642,0,57
,,,,,,170318447003010,10271,29,111
,,,,,,170312215001018,5698,48,104
,,,,,,170312106012006,10087,106,9
,,,,,,170318132001002,7289,0,94
,,,,,,170312801001003,11237,0,4
,,,,,,170318132001008,4265,37,94
,,,,,,170313206001009,5158,407,33
,,,,,,170310501002014,7434,77,64
,,,,,,170318093002002,6093,73,39
,,,,,,170318093002005,7654,102,39
,,,,,,170312602001011,9664,65,119
,,,,,,170311407011009,7525,101,63
,,,,,,170313109003012,10386,158,79
,,,,,,170318358001020,4397,38,32
,,,,,,170318129003022,8739,24,94
,,,,,,170318099002016,13572,187,46
,,,,,,170318100001006,13464,345,46
,,,,,,170316502005003,10306,36,74
,,,,,,170316306002001,4986,60,107
,,,,,,170316203005014,5117,24,74
,,,,,,170316809002000,4280,0,141
,,,,,,170310407003000,5100,56,92
,,,,,,170310817001004,1363,0,11
,,,,,,170310301031000,12498,328,47
,,,,,,170313009002001,5184,0,111
,,,,,,170313815001006,6110,0,32
,,,,,,170310630002003,5792,52,49
,,,,,,170311609001023,7951,37,105
,,,,,,170315905001005,8062,51,108
,,,,,,170318330001012,4306,23,85
,,,,,,170312435001026,9678,0,5
,,,,,,170318099002018,10043,141,46
,,,,,,170318131001002,5145,87,68
,,,,,,170318373001002,5083,30,97
,,,,,,170312206024000,18903,215,71
,,,,,,170312206021000,16064,223,71
,,,,,,170312924001009,6319,42,82
,,,,,,170318447003005,7509,65,111
,,,,,,170318417001017,5993,68,111
,,,,,,170313206002015,3807,56,33
,,,,,,170316712001008,7546,0,31
,,,,,,170312610002004,11187,79,93
,,,,,,170312518004004,14569,49,58
,,,,,,170310603002009,6808,78,14
,,,,,,170312819001006,17524,16,114
,,,,,,170318073004022,10930,42,51
,,,,,,170318391001079,8679,0,133
,,,,,,170312214002008,5001,68,8
,,,,,,170310815003003,9937,668,90
,,,,,,170318423002020,9079,81,6
,,,,,,170317707001021,24141,0,137
,,,,,,170310105011002,6752,204,43
,,,,,,170312414001012,5746,108,7
,,,,,,170318320001003,3804,51,124
,,,,,,170318391001044,9039,33,20
,,,,,,170312801002006,8169,247,4
,,,,,,170318314001021,5237,0,69
,,,,,,170318391001057,9043,148,54
,,,,,,170311408005027,7459,45,13
,,,,,,170318094021011,6559,39,52
,,,,,,170310507001014,5989,61,14
,,,,,,170314902002019,9879,18,140
,,,,,,170318371002019,4146,40,103
,,,,,,170318428004035,19553,0,75
,,,,,,170310104003004,10999,352,38
,,,,,,170316903002003,1673,0,72
,,,,,,170310812012008,8297,367,89
,,,,,,170310406003005,5352,0,12
,,,,,,170318127003001,8967,32,1
,,,,,,170313204001021,19949,470,135
,,,,,,170318329002000,13862,0,65
,,,,,,170318382002001,20426,0,109
,,,,,,170314207005008,10201,4,29
,,,,,,170318319002013,8137,97,15
,,,,,,170318127003007,9500,38,1
,,,,,,170318326002001,16100,52,117
,,,,,,170312925003009,11801,68,83
,,,,,,170312808001008,10681,64,67
,,,,,,170311608003006,10278,83,105
,,,,,,170316904004010,12232,16,72
,,,,,,170313204001011,18481,145,99
,,,,,,170318331004013,6866,0,113
,,,,,,170310104003007,7192,358,38
,,,,,,170316809004003,27273,0,30
,,,,,,170312801002004,13814,1098,4
,,,,,,170310603002008,7561,91,14
,,,,,,170311407012001,5134,34,62
,,,,,,170318346001044,8413,0,141
,,,,,,170313302001001,1617,0,27
,,,,,,170318356002016,17966,56,142
,,,,,,170312435002026,2905,0,6
,,,,,,170318423002025,7184,12,5
,,,,,,170310803003005,25423,392,91
,,,,,,170312801002010,8550,165,4
,,,,,,170318131001011,18934,0,68
,,,,,,170318390001002,15705,693,115
,,,,,,170316115002007,5068,25,107
,,,,,,170310406003013,7401,34,12
,,,,,,170310704002003,15189,12,50
,,,,,,170318138022000,2506,21,112
,,,,,,170318137011018,28723,0,112
,,,,,,170316712001006,6758,17,31
,,,,,,170312214002005,15518,114,8
,,,,,,170318412002019,7825,156,80
,,,,,,170310815003004,9953,0,90
,,,,,,170311609001022,9726,47,105
,,,,,,170312206021002,10984,153,71
,,,,,,170318447003013,7228,120,111
,,,,,,170310506002010,6225,0,14
,,,,,,170318123013017,6148,0,1
,,,,,,170318331001013,28584,370,65
,,,,,,170318419001040,10315,0,114
,,,,,,170312519002004,4793,2,102
,,,,,,170318403003017,10261,92,108
,,,,,,170313818001011,7054,179,73
,,,,,,170318431002013,7140,71,111
,,,,,,170318073005024,6450,54,51
,,,,,,170310703001001,20372,372,44
,,,,,,170313204001016,1739,0,135
,,,,,,170313109002002,10437,180,79
,,,,,,170318391001043,18109,675,54
,,,,,,170315703002017,26197,0,96
,,,,,,170318307003003,18269,78,116
,,,,,,170318093002006,6531,45,39
,,,,,,170318411004001,2027,29,27
,,,,,,170312801001002,17169,0,4
,,,,,,170318355002030,5264,9,25
,,,,,,170318330001017,12314,112,85
,,,,,,170318314001029,1170,0,69
,,,,,,170310106004010,7512,132,43
,,,,,,170312519002008,6529,39,102
,,,,,,170313204001005,29986,0,135
,,,,,,170310507001000,5943,0,14
,,,,,,170310506001013,6954,85,64
,,,,,,170311402002006,7600,78,62
,,,,,,170318319002005,3123,32,14
,,,,,,170318417001016,4941,53,111
,,,,,,170312924002017,6014,20,82
,,,,,,170318407003018,7609,147,110
,,,,,,170315905001004,17871,62,108
,,,,,,170318127003003,9447,37,1
,,,,,,170310301031002,6839,208,47
,,,,,,170318131001009,14102,0,68
,,,,,,170310305003007,6839,20,131
,,,,,,170313806003015,13416,198,56
,,,,,,170313201022013,1872,12,88
,,,,,,170318447001010,5604,36,81
,,,,,,170310105031003,5100,58,38
,,,,,,170310408002004,5245,34,92
,,,,,,170318391001097,8576,0,18
,,,,,,170318423002012,17350,24,6
,,,,,,170310308003000,11383,6,41
,,,,,,170311610001002,5593,0,57
,,,,,,170314004001008,5823,15,106
,,,,,,170318410001021,26273,0,87
,,,,,,170318331001007,9988,164,65
,,,,,,170310302001012,8441,56,47
,,,,,,170318319002007,5048,35,15
,,,,,,170311105021007,5355,31,22
,,,,,,170316306001002,6011,73,107
,,,,,,170313405001001,7799,0,26
,,,,,,170314004001000,9830,0,106
,,,,,,170310812012005,5341,65,89
,,,,,,170318307002006,7751,59,35
,,,,,,170318320001005,13038,108,124
,,,,,,170310104003012,6386,157,38
,,,,,,170318137022005,5797,58,84
,,,,,,170314003001016,12641,0,106
,,,,,,170318423002021,4671,37,6
,,,,,,170318123013006,5458,74,1
,,,,,,170318324002005,10352,93,104
,,,,,,170318138012015,7872,0,84
,,,,,,170318321003002,20221,317,123
,,,,,,170318131001001,5242,129,68
,,,,,,170312435002044,8439,0,5
,,,,,,170318358001005,27020,162,55
,,,,,,170318447002008,7264,51,81
,,,,,,170310717002002,19526,244,91
,,,,,,170318390004006,4842,51,21
,,,,,,170318330001007,11021,0,85
,,,,,,170310804001001,742,22,91
,,,,,,170312215001016,9821,42,104
,,,,,,170312205003005,5717,47,71
,,,,,,170318391001034,8497,0,125
,,,,,,170318330001034,1229,10,85
,,,,,,170318314001023,7603,34,69
,,,,,,170310815002011,4929,11,90
,,,,,,170318131001008,13203,0,68
,,,,,,170312801001013,5881,29,4
,,,,,,170312106012007,10603,116,9
,,,,,,170312106011005,10225,117,9
,,,,,,170313515002000,11695,182,45
,,,,,,170311408003008,6975,29,13
,,,,,,170318137022002,5796,80,84
,,,,,,170318308001002,33923,147,16
,,,,,,170310710001000,20335,608,50
,,,,,,170318308003000,9174,0,17
,,,,,,170318331001016,6767,123,113
,,,,,,170318098002018,15973,122,46
,,,,,,170318434001006,1844,0,83
,,,,,,170318390004000,208,0,21
,,,,,,170310305001005,5217,54,48
,,,,,,170310305001000,5204,31,48
,,,,,,170310103001004,11770,134,130
,,,,,,170316707002013,5366,6,31
,,,,,,170316711001004,14444,107,31
,,,,,,170312801001005,6782,350,4
,,,,,,170318308001007,12527,90,16
,,,,,,170313301021001,1895,0,33
,,,,,,170310624001000,5214,91,134
,,,,,,170318073004012,8952,32,51
,,,,,,170312602001007,15035,0,119
,,,,,,170310717001007,5174,81,91
,,,,,,170310407003001,5108,89,92
,,,,,,170318391002047,14513,2,115
,,,,,,170313405001016,13595,0,26
,,,,,,170312416002008,20182,262,139
,,,,,,170318013001001,17789,25,128
,,,,,,170310501002010,5672,62,64
,,,,,,170310407002006,11293,102,92
,,,,,,170310407003010,10529,77,92
,,,,,,170318391001055,8636,0,54
,,,,,,170318391001099,11601,13,60
,,,,,,170318391002009,9053,0,60
,,,,,,170313814001005,14098,149,32
,,,,,,170313806003011,27607,150,56
,,,,,,170314206002009,5083,5,29
,,,,,,170312515004021,8640,0,118
,,,,,,170318447002009,5597,47,81
,,,,,,170318423002013,2243,0,6
,,,,,,170318094021005,6136,0,52
,,,,,,170310302002007,5599,20,47
,,,,,,170311408003009,6933,20,13
,,,,,,170310817002014,4241,96,132
,,,,,,170310106001000,3142,8,43
,,,,,,170310704001001,11504,134,44
,,,,,,170316708002011,5001,20,31
,,,,,,170318101003017,7595,81,129
,,,,,,170318391001021,7442,328,125
,,,,,,170313301033006,9273,129,87
,,,,,,170314406002004,10144,37,23
,,,,,,170318324002009,10229,131,104
,,,,,,170310507001020,8804,72,14
,,,,,,170312801002015,7514,0,4
,,,,,,170316903002001,13649,0,72
,,,,,,170313806001003,26258,204,56
,,,,,,170313201022012,8851,132,88
,,,,,,170318126004004,9423,47,101
,,,,,,170318127001000,7488,58,101
,,,,,,170312916001009,5879,30,110
,,,,,,170310815003002,10036,200,90
,,,,,,170318417001005,25480,0,111
,,,,,,170310501001003,12443,125,17
,,,,,,170318137022004,5790,85,84
,,,,,,170318419001002,14021,0,114
,,,,,,170313109002006,10418,159,79
,,,,,,170313008001000,5185,42,111
,,,,,,170312216002022,12384,91,104
,,,,,,170312214001003,7519,26,8
,,,,,,170318410001024,10211,0,87
,,,,,,170310630001005,10055,180,36
,,,,,,170318391002031,1542,0,115
,,,,,,170318371001007,12137,45,42
,,,,,,170318129002014,15406,38,94
,,,,,,170318411004000,1219,18,27
,,,,,,170318447002002,12118,56,81
,,,,,,170310711002013,7817,107,117
,,,,,,170313301021000,13430,48,33
,,,,,,170318331004015,6871,217,113
,,,,,,170318123013009,7852,43,1
,,,,,,170310625001004,9906,76,15
,,,,,,170318391001036,8640,0,133
,,,,,,170313815001000,21026,112,32
,,,,,,170318094012012,8203,89,53
,,,,,,170310816001009,6013,0,90
,,,,,,170318403003015,7768,50,108
,,,,,,170318390004001,1718,0,21
,,,,,,170316115002006,5022,21,107
,,,,,,170318330001031,4307,10,85
,,,,,,170314003001004,13588,103,106
,,,,,,170310817001000,8584,489,89
,,,,,,170310818001002,26750,450,11
,,,,,,170318077001006,4902,0,86
,,,,,,170310104003011,6696,33,38
,,,,,,170310817002035,17129,243,132
,,,,,,170311407012007,7639,188,62
,,,,,,170318358001008,11861,97,55
,,,,,,170318348002016,20574,0,30
,,,,,,170312801001012,8518,0,4
,,,,,,170318431002009,11154,58,111
,,,,,,170310621003010,5409,104,36
,,,,,,170313204001028,2434,436,136
,,,,,,170318447003008,6406,51,111
,,,,,,170316904003006,13230,0,72
,,,,,,170311402002012,5133,51,62
,,,,,,170310407001005,8297,34,12
,,,,,,170311408005006,10259,183,63
,,,,,,170310407003008,12277,42,92
,,,,,,170318391001007,2315,0,19
,,,,,,170318391001033,8489,332,133
,,,,,,170318346002011,5094,0,142
,,,,,,170312602001015,7413,4,119
,,,,,,170318412002012,7794,125,80
,,,,,,170313814001009,13700,74,32
,,,,,,170312827002000,14634,9,67
,,,,,,170311408001002,8406,103,63
,,,,,,170312801001010,8565,371,4
,,,,,,170314902002024,7311,8,140
,,,,,,170312827002010,14130,194,67
,,,,,,170318371002007,10568,55,103
,,,,,,170312421001006,6931,83,139
,,,,,,170318411001018,6526,12,27
,,,,,,170313206001010,19597,466,33
,,,,,,170310810006000,10355,74,127
,,,,,,170318094021014,7207,0,52
,,,,,,170318371002022,7005,23,103
,,,,,,170310816001006,5797,18,90
,,,,,,170312827002013,12961,125,67
,,,,,,170312808001016,21524,212,67
,,,,,,170312924001010,6312,69,82
,,,,,,170310312002001,14292,227,61
,,,,,,170318407003021,5451,23,110
,,,,,,170310407002010,9967,83,92
,,,,,,170318311001003,3002,0,105
,,,,,,170313806001004,27484,83,56
,,,,,,170310803003001,640,0,91
,,,,,,170318093002014,5242,36,121
,,,,,,170318390004005,4684,105,21
,,,,,,170310103004010,10908,122,130
,,,,,,170310406001008,4252,24,16
,,,,,,170318355002009,8061,6,25
,,,,,,170311402002013,5099,40,62
,,,,,,170318101001000,3135,0,46
,,,,,,170313108001002,12572,161,78
,,,,,,170318125003024,12158,0,101
,,,,,,170314206002010,5062,0,29
,,,,,,170312924002029,1396,0,82
,,,,,,170316904003005,12612,0,72
,,,,,,170318308003005,10798,171,17
,,,,,,170318307002002,23498,251,35
,,,,,,170318381001009,19331,9,66
,,,,,,170318434001007,2302,0,83
,,,,,,170311105022010,10491,43,22
,,,,,,170312801002013,7570,0,4
,,,,,,170318391001038,8420,0,133
,,,,,,170310301011000,2895,53,47
,,,,,,170315905001002,16397,117,108
,,,,,,170318391002033,9421,95,115
,,,,,,170312214001002,8270,69,8
,,,,,,170310406002012,5929,60,12
,,,,,,170318132001005,4707,83,94
,,,,,,170318381001008,10002,0,66
,,,,,,170314403005002,10205,35,24
,,,,,,170315905001020,18908,59,108
,,,,,,170312514004004,11260,93,2
,,,,,,170311407012008,7675,149,62
,,,,,,170318369001002,9347,113,42
,,,,,,170310603001010,4334,42,64
,,,,,,170316203005009,7708,37,74
,,,,,,170318132001006,10756,38,94
,,,,,,170318419001033,10865,0,114
,,,,,,170312610002005,7376,27,93
,,,,,,170310818001013,6670,54,11
,,,,,,170318391001015,15452,418,125
,,,,,,170318093002007,20358,105,39
,,,,,,170318411004003,8310,16,27
,,,,,,170318423002033,8593,44,6
,,,,,,170318447002005,1398,0,81
,,,,,,170314406002003,10090,8,23
,,,,,,170310506001010,5992,101,64
,,,,,,170316306002002,6018,41,107
,,,,,,170318419001008,30472,437,113
,,,,,,170310407002004,7758,128,92
,,,,,,170310406002011,5337,75,12
,,,,,,170318391001066,8995,0,133
,,,,,,170318132001015,10347,62,94
,,,,,,170318128022002,10597,33,1
,,,,,,170310815002006,9946,350,90
,,,,,,170317707001015,72282,0,137
,,,,,,170318101003015,8298,50,129
,,,,,,170312922002006,4184,13,81
,,,,,,170318358001000,4387,0,55
,,,,,,170313806001009,11099,30,56
,,,,,,170312420001003,4522,35,139
,,,,,,170318132001007,7494,35,94
,,,,,,170310711002004,5406,52,50
,,,,,,170312420001002,12318,229,139
,,,,,,170311407021008,6992,124,63
,,,,,,170318095002000,7135,25,52
,,,,,,170310311001008,6806,41,61
,,,,,,170318419001014,2700,0,114
,,,,,,170318390003005,1860,0,143
,,,,,,170318355002037,6737,30,25
,,,,,,170316502005004,14889,58,74
,,,,,,170310615001005,7473,118,134
,,,,,,170316712001001,6507,7,31
,,,,,,170318129002013,12468,104,94
,,,,,,170310105013006,7199,132,43
,,,,,,170311408003002,5145,32,13
,,,,,,170311105022014,5165,29,22
,,,,,,170315703002018,8047,0,96
,,,,,,170311408003003,5140,52,13
,,,,,,170312827002004,10182,128,67
,,,,,,170318314001020,5161,0,69
,,,,,,170310625001008,8496,129,15
,,,,,,170310603002007,6902,68,14
,,,,,,170318161001019,7707,44,95
,,,,,,170310621003006,14350,314,36
,,,,,,170312206021006,15969,132,71
,,,,,,170318391001049,2985,0,133
,,,,,,170312205003004,8195,69,71
,,,,,,170310407002008,7732,91,92
,,,,,,170310804001009,6978,116,91
,,,,,,170310103004001,9290,188,130
,,,,,,170312602001018,4545,64,119
,,,,,,170313007001011,7018,28,81
,,,,,,170318331004012,6872,380,113
,,,,,,170314205002002,20115,226,28
,,,,,,170318391002036,6278,0,115
,,,,,,170313204001035,18205,491,21
,,,,,,170318094012011,9794,454,53
,,,,,,170313201021018,7575,526,19
,,,,,,170310810003001,8796,429,127
,,,,,,170310629002004,11291,182,44
,,,,,,170318424002003,20471,119,24
,,,,,,170311408005012,7684,203,63
,,,,,,170318101003001,5499,43,129
,,,,,,170318099002003,14400,24,53
,,,,,,170310409001001,9924,73,16
,,,,,,170318319002002,4523,71,15
,,,,,,170310623001003,5340,49,134
,,,,,,170312435002032,5594,63,5
,,,,,,170310818001028,5390,0,11
,,,,,,170318074003020,7455,134,86
,,,,,,170310106001004,9489,176,43
,,,,,,170312405001021,7146,73,7
,,,,,,170318138012014,6854,0,84
,,,,,,170310307031004,23560,383,41
,,,,,,170318321002002,12168,172,123
,,,,,,170311601002019,10658,0,10
,,,,,,170313301033007,9438,8,87
,,,,,,170310408002000,5121,71,92
,,,,,,170318403003020,7562,67,108
,,,,,,170318319002012,7536,57,15
,,,,,,170312801002008,14442,565,4
,,,,,,170318074003021,7428,142,86
,,,,,,170312609002000,10487,4,93
,,,,,,170312801002016,7451,274,4
,,,,,,170313108002004,7970,99,78
,,,,,,170312925001006,11270,0,82
,,,,,,170318371002006,4634,0,103
,,,,,,170311407011011,7603,125,63
,,,,,,170310407003003,7704,101,92
,,,,,,170313204001025,4375,0,136
,,,,,,170310624001014,5175,56,134
,,,,,,170310818001021,5397,0,11
,,,,,,170312515002020,5774,0,102
,,,,,,170318447002000,1278,0,81
,,,,,,170310710002006,20343,215,117
,,,,,,170310818001011,11275,14,11
,,,,,,170318013001005,61177,63,128
,,,,,,170316711001001,5878,3,31
,,,,,,170310305001006,5206,67,48
,,,,,,170318374001001,10071,53,103
,,,,,,170318390004002,16239,237,21
,,,,,,170313819002005,7410,28,73
,,,,,,170310506001007,5524,43,64
,,,,,,170312515002005,7168,41,102
,,,,,,170318125003016,8666,55,101
,,,,,,170318125002016,5072,0,2
,,,,,,170318391002024,11203,95,18
,,,,,,170313204001027,18901,0,70
,,,,,,170318321002005,12002,161,123
,,,,,,170310407001001,10405,160,12
,,,,,,170310818001000,10636,0,11
,,,,,,170316809002003,9367,0,141
,,,,,,170318128011003,10371,304,138
,,,,,,170312205003011,1257,0,71
,,,,,,170310308003001,10090,53,41
,,,,,,170318346001057,9904,0,141
,,,,,,170318381001002,13444,0,66
,,,,,,170311105022013,5590,51,22
,,,,,,170310308004000,11338,24,41
,,,,,,170310306012002,5661,60,48
,,,,,,170313818002005,13675,34,73
,,,,,,170313201022015,2594,125,88
,,,,,,170312414001002,12579,131,7
,,,,,,170310630002010,6640,76,44
,,,,,,170310624001004,7627,96,134
,,,,,,170313201021023,5724,687,19
,,,,,,170312522023017,7984,120,69
,,,,,,170318391002034,9498,0,115
,,,,,,170310301022002,21766,49,47
,,,,,,170318321002000,9567,22,123
,,,,,,170318311002004,6801,44,105
,,,,,,170312518004003,9884,40,58
,,,,,,170310802021002,2686,451,127
,,,,,,170316401001001,12968,0,74
,,,,,,170310629001001,10221,92,36
,,,,,,170313204001034,19664,0,21
,,,,,,170310101002006,7334,138,40
,,,,,,170318423002037,9488,54,5
,,,,,,170318391001068,5552,11,133
,,,,,,170318308001014,9054,107,16
,,,,,,170318307003002,12927,159,116
,,,,,,170313814001004,10034,62,32
,,,,,,170314906001015,4296,2,140
,,,,,,170314906001020,7659,32,140
,,,,,,170313204001006,1843,17,135
,,,,,,170310621003007,5560,106,36
,,,,,,170310818002021,1932,0,132
,,,,,,170312213002004,13544,178,8
,,,,,,170310811002000,6815,494,89
,,,,,,170312522025007,5122,18,69
,,,,,,170318099002017,13494,203,46
,,,,,,170310306031001,11708,398,131
,,,,,,170318391002027,6618,602,70
,,,,,,170318138013006,5894,0,84
,,,,,,170318123013011,12121,30,1
,,,,,,170312916001011,13527,111,110
,,,,,,170310810006003,8712,924,127
,,,,,,170312925003020,5115,33,83
,,,,,,170318391001077,8671,0,60
,,,,,,170318093002015,11235,62,121
,,,,,,170318093002013,5690,41,121
,,,,,,170310103004002,12273,67,130
,,,,,,170313201021031,4537,6,88
,,,,,,170312420003006,7354,100,139
,,,,,,170313818002001,11653,21,73
,,,,,,170318382002009,28805,0,109
,,,,,,170318138012010,11813,65,84
,,,,,,170318160001030,9935,62,95
,,,,,,170313109001011,8498,81,79
,,,,,,170318138012005,5367,22,84
,,,,,,170313108002005,7851,179,78
,,,,,,170314003001005,11641,65,106
,,,,,,170310621003004,12719,105,36
,,,,,,170318371002014,5500,19,103
,,,,,,170311105021019,4947,18,22
,,,,,,170318447003011,10289,78,111
,,,,,,170310817002037,5193,19,132
,,,,,,170318404001009,1698,0,76
,,,,,,170312925002008,10228,119,82
,,,,,,170310501002015,5501,37,64
,,,,,,170314208001003,21502,84,28
,,,,,,170312519002001,1054,0,102
,,,,,,170312434001000,1004,0,6
,,,,,,170318094012003,10980,52,52
,,,,,,170310407001000,10240,33,12
,,,,,,170312924002024,2099,9,82
,,,,,,170318308001013,9033,114,16
,,,,,,170318073001011,5226,39,51
,,,,,,170318073001033,5276,55,51
,,,,,,170318391001035,8705,288,125
,,,,,,170312214001014,6052,82,8
,,,,,,170312609002002,10218,74,93
,,,,,,170310811001003,9602,232,89
,,,,,,170311003002007,29036,84,100
,,,,,,170318371001014,14132,0,42
,,,,,,170316809004005,71702,0,30
,,,,,,170312416002006,6399,22,139
,,,,,,170312435002038,4335,84,5
,,,,,,170318308003008,4388,58,17
,,,,,,170310501002020,5605,54,64
,,,,,,170318422001059,7079,0,37
,,,,,,170312601001006,10343,4,119
,,,,,,170318371002026,5004,30,103
,,,,,,170311408003006,6971,22,13
,,,,,,170312520004001,6662,34,2
,,,,,,170312520001008,22572,157,118
,,,,,,170310106001013,5365,96,43
,,,,,,170311609001027,6797,53,105
,,,,,,170310615001002,5242,73,134
,,,,,,170310102021005,13088,107,130
,,,,,,170310817001007,4294,69,11
,,,,,,170318160001015,6311,33,95
,,,,,,170318391001063,8580,535,133
,,,,,,170310507001015,6031,58,14
,,,,,,170318132001014,10329,60,94
,,,,,,170313301022002,13642,786,33
,,,,,,170310817002024,5027,14,132
,,,,,,170313818002006,13580,31,73
,,,,,,170318422001006,34689,837,37
,,,,,,170318308002001,12311,22,17
,,,,,,170312106013005,7663,75,9
,,,,,,170318447001008,5390,57,81
,,,,,,170312801002009,8720,0,4
,,,,,,170318346001059,4151,9,141
,,,,,,170310804001003,5234,63,91
,,,,,,170310101002009,19513,249,40
,,,,,,170318123012015,5643,0,138
,,,,,,170312520003002,1816,8,2
,,,,,,170316201001012,4538,37,96
,,,,,,170310409001008,7046,80,12
,,,,,,170318131001020,4929,128,68
,,,,,,170313201021025,6854,956,88
,,,,,,170316115002012,5133,128,107
,,,,,,170312801002017,7545,31,4
,,,,,,170310312001001,32139,442,35
,,,,,,170313109001007,10175,54,79
,,,,,,170312922002013,10622,119,81
,,,,,,170312827002014,1911,30,67
,,,,,,170310817002019,10188,26,132
,,,,,,170313819002009,1696,0,73
,,,,,,170312518003004,13640,29,58
,,,,,,170318333001008,1662,0,65
,,,,,,170312925003015,8765,60,83
,,,,,,170311408005023,6865,42,13
,,,,,,170318087021005,1693,0,121
,,,,,,170310106004005,1721,0,43
,,,,,,170318391001020,7406,0,125
,,,,,,170318330002043,4272,22,85
,,,,,,170312214001009,5215,35,8
,,,,,,170318391001086,8930,0,59
,,,,,,170318138023002,13106,127,112
,,,,,,170318373002000,12752,49,97
,,,,,,170310506002003,4730,29,14
,,,,,,170311408001004,7420,65,63
,,,,,,170314906001003,1071,0,140
,,,,,,170310308001001,12257,109,131
,,,,,,170313818002003,9305,60,73
,,,,,,170310818002009,6880,43,132
,,,,,,170312608002012,10291,109,93
,,,,,,170318093002011,5579,34,121
,,,,,,170318391001039,8113,0,133
,,,,,,170318390004004,4940,413,21
,,,,,,170312518003010,14961,146,58
,,,,,,170310711001001,21738,97,50
,,,,,,170313201021021,8376,0,19
,,,,,,170318340002018,19926,36,140
,,,,,,170318407003019,7552,182,110
,,,,,,170318330002048,2724,12,3
,,,,,,170318382002003,34124,10,109
,,,,,,170318391002037,1926,0,115
,,,,,,170318330001025,13547,0,85
,,,,,,170312519002000,5503,9,102
,,,,,,170310711002001,9656,45,50
,,,,,,170311408003001,5155,23,13
,,,,,,170310818002013,1686,0,132
,,,,,,170318391001053,8835,6,133
,,,,,,170311407021003,9532,90,63
,,,,,,170318419001034,12332,384,114
,,,,,,170310501001009,8928,68,64
,,,,,,170314406002005,16096,36,23
,,,,,,170318330002078,1400,0,3
,,,,,,170312214002004,30826,245,8
,,,,,,170312213002000,13503,0,8
,,,,,,170312518003011,10704,63,58
,,,,,,170318128022001,10603,50,1
,,,,,,170316904004009,3336,0,72
,,,,,,170311408005026,9969,64,13
,,,,,,170318307004004,55086,67,116
,,,,,,170318307002003,14932,107,35
,,,,,,170310307032000,11796,451,41
,,,,,,170318013002023,10075,32,128
,,,,,,170312106021006,5075,105,71
,,,,,,170312610002010,7704,54,93
,,,,,,170311408005025,9303,20,13
,,,,,,170312416002007,3120,0,139
,,,,,,170312601001005,4836,17,119
,,,,,,170316712001005,6710,33,31
,,,,,,170318128022000,10542,69,1
,,,,,,170311407011002,5138,50,63
,,,,,,170318423002036,12079,188,5
,,,,,,170318101001001,9672,23,46
,,,,,,170318126001000,35014,307,2
,,,,,,170312819001008,8516,363,114
,,,,,,170318412002024,15413,94,80
,,,,,,170318102001006,7509,157,129
,,,,,,170312216002023,4919,74,104
,,,,,,170310816002000,9086,0,89
,,,,,,170310105013008,7226,81,43
,,,,,,170318391001011,1391,0,125
