GEOID8,NEAR_DIST,POPDENS,GEOID8,CHITRACT
17031691300,46407.72439,1415.349854,17031691300,1
17031691400,46542.89618,2004.991699,17031691400,1
17031691500,46820.84179,1033.496338,17031691500,1
17031320400,3179.565506,1370.952759,17031320400,1
17031580100,26095.39749,1632.317017,17031580100,1
17031580200,28029.71163,1833.166382,17031580200,1
17031580300,30300.61128,2111.84668,17031580300,1
17031580400,32917.75468,1333.279663,17031580400,1
17031580600,29337.2406,4233.709961,17031580600,1
17031580700,28485.53934,3944.088135,17031580700,1
17031681300,44117.43587,1172.825928,17031681300,1
17031681400,44258.81346,1477.430786,17031681400,1
17031690300,41263.95242,1733.18689,17031690300,1
17031690500,41655.45106,1184.895508,17031690500,1
17031690900,43893.38343,2502.757568,17031690900,1
17031691000,43754.00279,1587.615356,17031691000,1
17031700100,50266.95449,555.3308105,17031700100,1
17031700200,53797.66845,1567.36853,17031700200,1
17031320600,4888.82083,4052.857666,17031320600,1
17031330200,7532.676251,2046.358521,17031330200,1
17031590500,24661.99383,1250.894043,17031590500,1
17031590600,23561.79947,3856.871826,17031590600,1
17031671200,39780.97517,1544.491699,17031671200,1
17031671100,39419.91664,1564.818115,17031671100,1
17031671300,41122.20765,1631.081299,17031671300,1
17031671500,42997.54632,1414.342896,17031671500,1
17031671600,41989.38079,1710.229736,17031671600,1
17031671800,44609.24818,1359.5448,17031671800,1
17031671900,44887.04602,1344.747315,17031671900,1
17031710100,46992.92178,1821.296387,17031710100,1
17031710200,46656.29264,2411.907959,17031710200,1
17031710400,48110.03442,2088.530273,17031710400,1
17031710500,50360.26457,2081.624268,17031710500,1
17031710600,49755.2884,2688.555664,17031710600,1
17031710800,49194.68286,2271.720459,17031710800,1
17031340300,14420.33299,3370.334717,17031340300,1
17031340500,17327.08077,1444.019653,17031340500,1
17031340600,19949.25851,894.7025146,17031340600,1
17031430200,42764.54922,2968.476563,17031430200,1
17031430300,42188.50508,2431.193604,17031430300,1
17031030604,38528.86989,7263.618652,17031030604,1
17031031502,30537.58596,11247.83984,17031031502,1
17031081402,6490.725218,4616.60791,17031081402,
17031080201,10099.53811,9623.268555,17031080201,1
17031760802,65864.80216,148.0497742,17031760802,1
17031140601,40309.01771,3610.021973,17031140601,1
17031070102,18180.5078,9481.375,17031070102,1
17031210502,31914.89202,4573.613281,17031210502,1
17031540102,78423.61069,214.0940552,17031540102,1
17031700402,57168.08084,1371.39148,17031700402,1
17031830100,139272.4526,796.8824463,17031830100,
17031830201,146877.9722,679.4050293,17031830201,
17031830300,145779.6908,904.2921143,17031830300,
17031830400,149337.156,656.640564,17031830400,
17031812700,44085.37944,1928.390015,17031812700,
17031030800,37078.75749,2914.31665,17031030800,1
17031031100,34518.20628,3292.438721,17031031100,1
17031811702,77134.80008,763.3723755,17031811702,
17031812100,42130.43595,1766.328125,17031812100,
17031821800,62422.31539,973.3521118,17031821800,
17031821900,64655.11797,1039.242798,17031821900,
17031822000,61730.20536,1351.56543,17031822000,
17031822101,65876.04401,955.2581787,17031822101,
17031828601,121663.3907,555.3100586,17031828601,
17031828602,121834.9626,771.3892822,17031828602,
17031828701,123446.7272,214.8191528,17031828701,
17031828702,125618.5344,165.9951172,17031828702,
17031822900,72354.18341,985.0881348,17031822900,
17031031300,33573.68227,4102.330078,17031031300,1
17031031900,31871.96551,3778.057129,17031031900,1
17031813500,41274.38244,3356.814941,17031813500,
17031813600,38738.7362,2994.149902,17031813600,
17031822102,64937.22318,774.8575439,17031822102,
17031822200,66804.2965,1086.192383,17031822200,
17031822301,67852.84991,1088.440674,17031822301,
17031822302,72103.53891,1075.582886,17031822302,
17031822500,69587.45553,953.9487305,17031822500,
17031828900,133289.9052,410.5922852,17031828900,
17031828802,127508.3726,706.2821045,17031828802,
17031813900,40488.50184,3802.756348,17031813900,
17031822601,71804.68004,1032.343018,17031822601,
17031822701,67829.54827,1589.025513,17031822701,
17031822702,70083.68757,1137.668213,17031822702,
17031822801,74354.50412,1092.739502,17031822801,
17031823002,77991.62507,1154.617432,17031823002,
17031814000,42409.11188,2910.36499,17031814000,
17031814100,39620.01703,1390.354981,17031814100,
17031814200,36299.91932,1208.78894,17031814200,
17031814300,39610.09991,1995.672119,17031814300,
17031814400,41976.97978,1803.823853,17031814400,
17031823101,82932.96561,1066.665772,17031823101,
17031823302,84386.00914,400.6204529,17031823302,
17031823303,79266.52043,880.2072754,17031823303,
17031823500,80264.22125,1491.803223,17031823500,
17031814500,44243.64578,1798.622192,17031814500,
17031814600,43518.79198,2625.01416,17031814600,
17031814800,47988.41443,1738.584473,17031814800,
17031814900,45385.10718,4088.55249,17031814900,
17031815000,43834.04591,3054.249512,17031815000,
17031815100,44821.158,2500.514648,17031815100,
17031823602,90522.91728,494.4409485,17031823602,
17031823604,92684.14281,380.0657043,17031823604,
17031823605,87979.06183,490.421051,17031823605,
17031823702,83593.4072,698.0756836,17031823702,
17031160501,36518.13177,4140.09082,17031160501,1
17031815200,45483.70643,1838.746094,17031815200,
17031815300,48253.9568,1856.962402,17031815300,
17031815400,49482.93223,1514.484863,17031815400,
17031815500,48289.56568,2102.006592,17031815500,
17031823704,80795.1792,829.744751,17031823704,
17031823705,78886.98908,921.1091309,17031823705,
17031815800,59924.98115,319.6304016,17031815800,
17031815900,49598.71744,2779.529785,17031815900,
17031816000,51441.93116,1010.772827,17031816000,
17031816200,58594.36145,836.7425537,17031816200,
17031824507,111903.4329,310.421814,17031824507,
17031824602,101020.7138,668.3529663,17031824602,
17031824701,95738.76434,841.6665039,17031824701,
17031824702,97249.51588,955.6103516,17031824702,
17031825200,107423.6713,328.6575623,17031825200,
17031040100,39815.90578,764.1692505,17031040100,1
17031040300,40070.19621,1501.809815,17031040300,1
17031816300,63180.31298,1995.654419,17031816300,
17031816401,63567.84794,2731.275635,17031816401,
17031816402,60995.98821,1671.96936,17031816402,
17031816600,69387.87111,2006.864014,17031816600,
17031816700,73646.10893,918.9046021,17031816700,
17031825503,114208.7617,496.5010986,17031825503,
17031825504,117557.3966,529.517334,17031825504,
17031825505,119248.4658,400.6481628,17031825505,
17031825700,91874.56241,325.086853,17031825700,
17031808800,68559.8895,796.7021484,17031808800,
17031611600,33517.56091,2210.593506,17031611600,1
17031340400,14631.59161,2451.756104,17031340400,1
17031816800,77495.21697,465.9856873,17031816800,
17031770700,75849.34385,209.3653717,17031770700,
17031806102,96175.29185,515.2970581,17031806102,
17031430700,46449.33024,4431.512207,17031430700,
17031808100,64619.54399,316.1198425,17031808100,
17031804810,133188.7539,899.8916016,17031804810,
17031808500,72158.33019,674.5817261,17031808500,
17031800200,100140.0334,358.7870178,17031800200,
17031191000,34435.93648,2152.57666,17031191000,1
17031560400,41881.47935,1852.529053,17031560400,1
17031710700,49762.90741,2693.66626,17031710700,1
17031550100,82928.8163,376.8466797,17031550100,1
17031283200,9707.67686,2725.124512,17031283200,1
17031100500,62936.64256,1203.191528,17031100500,1
17031801607,98357.39657,361.5125427,17031801607,
17031804106,137226.5391,703.4431763,17031804106,
17031801606,107567.2564,412.6493835,17031801606,
